315.122	327.804
462.814	473
641.342	651.263
689.202	702
71.346	83.225
421	431
451.355	464.339
603.661	615
93.404	106.706
19	29
740.953	752.402
686.43	696.416
300.492	309.56
735.304	743
599.751	609.704
301.375	312.547
630.439	643.947
744.819	754.877
639	649.394
598.486	608.463
260	269.934
222	232
272.516	282.159
303.197	316
748	756.094
74.216	86
309.619	321.897
658.329	667
163.415	175
642	653
264.605	274.224
25.7	34
508.397	518
319.174	331.794
296.908	307.697
432	442
65.984	75
215.639	225
731	738
174	184.162
495.837	506.5
234	244
129.506	141
724.677	735.951
465	476
534.986	543.654
391	398
292.561	303.114
168.596	177.236
50	62.567
131.051	145.69
379	390.86
4.661	15
52	62.287
471.826	480.127
419.17	429
160.883	173
510.965	524
145	154.624
503	511.943
429	439
355	367.134
742	749.829
649.422	659.661
71.923	81.32
202.012	209.759
144.117	154.09
114	123
408.137	419
208	216.368
378.341	390.458
650.835	660.51
737.301	748
97.539	105
288	296.47
30.542	41.707
550	560.72
134.647	141
129.809	139.68
142.492	154
593.22	603.198
21.913	31
297.704	305.16
261.044	272
731.443	742
639.694	647.782
118.764	129
724	734.71
158.164	169
159.74	167.045
589.781	596.983
151	161
476.669	488.833
406	415.74
316.014	327
636.435	645.054
212.096	221.883
449.369	460.63
741.31	752.676
294.437	301.649
47	57
113.931	124
182	192
401	413.799
252.628	261.472
376.563	388
536.776	545.791
434	447
176	186.878
257.147	266
355.257	367.034
95.71	105
626	638
38.227	47.567
554	564
563	573.029
381.443	388.353
13	19.144
141	148.09
619.736	627
732.586	743.857
710.564	717
151	163
206	214.784
339.118	351.648
255.946	264.137
408.29	417
101.251	111.651
185	191.319
578.349	586.051
664	673.045
542.256	552
9.572	20.875
555.75	566.253
304.12	314.104
453	463
395.858	404.714
12.656	23.947
200	210
257.772	264.698
690	699.515
372.196	383
448	458
631.556	641
733	743.345
682.972	691.871
379.256	390
260.628	271.184
114.361	125
55	64.717
412.555	423.7
39.428	49.944
741.914	749.554
263.446	277.216
499.763	508.682
720	730
186.417	196
736.911	747.995
461	474.114
33.958	47
724.559	738.21
644	653.942
552.685	564
29.359	40.035
131	142
256.463	263.92
741	750.344
720	731.621
515.162	526
737.539	747.076
106	116
610.702	620
421	430.511
534.582	544.043
568.808	578.343
463	472.731
709	718.669
320	329.971
423.75	433.206
53.128	61.439
208.152	220.472
609	622
177.906	187
553	565.789
502.56	513
566	573
225.235	236.023
532	539
239.051	246.508
30.522	40.898
475.491	485.374
648.542	659.854
674	685.938
554.735	566
257	270.055
33	46.3
695.851	706.841
720.958	728
136.87	145.417
324.117	334
508.814	518
245	255
373.477	384.394
163	173
643.818	653.005
192	205
601.526	614.05
296	303
161.968	170.797
310	320
306.416	315
263	272
592.754	604.139
91.775	102
629.425	637.84
372.858	382.304
412.693	422
86.618	96.041
536	543
296	307
423.07	432.236
313.014	321.368
76.57	86.963
321.292	330.725
150.707	161.777
642.008	651.022
96.569	105
648.368	658
37.879	49.414
612.564	622
509.229	521.66
123.835	132.797
714.218	728.661
497.5	505.936
467	477.187
699.14	709.327
632	642.392
553.802	563.654
90.014	100.056
733.545	744.963
614.004	625
600	610.238
392.205	399.191
488.439	501
226	236
357.378	368.057
545.24	555
91.053	102
533.316	543
722.8	732
580.829	587.237
61.512	70.083
512.528	519
665.871	678.929
55	65.6
465.878	475.39
57.195	67.315
631	641.836
368	379.956
408	418.304
46.055	54
147	155
660.597	674.283
341.944	350.63
276.123	286.53
94	104
74.981	81
520	527.445
667.847	675.678
204.107	216.591
692.183	699.85
637.24	644.741
538	548
263	275.079
114.376	124.559
590.012	603.772
469.697	478.209
482	489
473	485
668.857	676
675.707	687.405
47.347	58
90.223	101.13
607.64	617.431
165	175
396	407.977
663.839	672.062
569.069	578.571
249	257.938
429	438.224
747.916	758
266.498	276
349	358.095
196	208.395
330.172	340
18.576	28.426
243.13	253.482
424	434
142	150
233.95	243.878
54.162	67
652	660.05
337.95	346.969
11.424	24.122
358.163	368.677
709	718.78
520	526.529
690.189	700
347.908	354
351	358.054
269.016	278
405.501	414.958
11.212	19.696
220.248	230.804
143	151.752
39	49
292	302.617
165	174.926
21	29.996
749.4	758.203
296	305.784
684.508	697.186
491	500.81
685.328	699
721.389	730.224
492.424	501
583	592.691
249	258.248
676.982	687.629
397	404.234
253	263
305.652	316.732
336.258	346.592
214.538	224
81.942	92.973
23.259	33.911
495.472	501.918
175.428	181.681
167	178
147	157.486
648.902	656.626
705.772	713.008
678.77	691
162.868	175.007
493.507	506
635	647.623
237.17	247
704.535	714.051
705.144	717
225.024	238.874
355	366.585
497.399	505.582
366.353	374
467.531	476
423.028	433.273
414.964	421
234	244.757
10	20
38	48.37
699.532	711
312.129	326
340.202	347.925
564.93	576
691	701
119.367	129.143
690	700.353
678	688.819
1.929	10.73
393.409	401.394
603.788	614.587
190.048	200.937
494	504
264	273.87
126	136.454
541.696	549.257
421.153	432.486
258	268.307
539	550.974
428.215	436
481.745	492.592
207.162	217.576
82.828	92.168
556.482	568
421.852	435
689	699.216
493.455	502.021
311	319.19
462.257	474
503.072	513.45
18	30.796
684	697.727
37.974	47.583
590.223	601
3	10.441
14	23.945
32.258	42
168	178
709.481	722.682
240.634	252
474.625	483.116
219	229.81
51	63
260	271.549
621.8	632
412	419.106
398.443	409
195.29	204.625
179.06	188.14
387.176	397.529
578	587.409
457.311	469
579.703	589.763
225	235
699.647	710
478	488
299.773	308.172
341.546	349.7
429.723	440.429
566	578
283.095	293
548	558.473
275.463	285
319	332.245
331.777	344
342.438	352
690	699.467
673	680.221
567.778	578.999
370.211	381.227
444	454
704	714.649
222.639	233
212.834	223
433.717	443
286.533	295.597
653.222	662
28.367	39.799
4.681	18.388
207	217
85.604	94
300.613	310
545.004	557.667
556.891	569
518.381	529.223
105.984	113.018
728.073	736
487	498.565
3	13.124
597	607
227.49	240
108.503	114.471
343.463	353.606
18.745	28
471	481
441.023	451.122
508.847	518.958
39	48.382
92.414	103.979
132	142.315
295.834	303.661
233.79	247
53.094	62.968
10.143	21.149
566	577
262.886	270.449
384.645	394.091
373.619	381.59
591.391	604.526
347.673	357
7.24	17.243
599.655	610
228.399	238.209
168.996	179.677
88.3	99.54
717.888	725
7.135	21.617
157.89	168.114
292.774	301.474
35.857	46
226.598	237
235.506	246.604
469.166	482
516	527
171	180.487
132	142.499
204.27	212.104
87.316	97.589
505.123	514.414
450.117	460.112
738.718	748.988
159	169
390.768	402.243
329.603	339.486
725.301	736
494	507
446.995	456.237
358.856	370.541
445.517	456
264.847	275.084
61.078	72.926
188.656	199.201
410	422.296
580	591.65
667.494	674.416
259.331	269.635
316.574	326
182.668	193.171
81.264	90
457	465.685
680.807	690.232
655.947	662.632
210.122	220.142
15	25
454.683	465
629.115	638.185
317.264	327
137.154	145
490.949	501.72
82.093	93.792
329.667	340.068
676.127	685.719
235	246.969
604.389	610.704
190.325	202.658
24	32.171
463.229	470.143
638	648
178.405	184.92
672.124	684.931
10	17.088
194.962	205.531
663	672.921
408.21	418.334
597.373	606.416
173	183.757
288.468	298.493
173.849	184.293
709.532	717.743
92	105.521
130.832	140.652
645.69	653
236	246
635.672	647.526
96.047	106
289	299.205
147.583	158
390	398.346
70.945	81
748.614	758
37.794	48.975
487	497.969
167.567	176.378
733	743
593.08	604
452.408	464.238
559.151	568.93
443	453
64.108	74
393.774	403
456.979	467
344.02	355
383	395.123
138.747	150.973
246.891	253.264
289.428	299.76
442	449.236
489.147	495.248
381	391.362
627.908	637
199	205.354
661	670.241
261.233	270.296
668.06	679.968
258.057	268.24
259	267.846
354.981	364.396
659.56	669.499
718.089	729
217.917	226.849
746.798	757
178.98	186
170.53	180.267
440.403	450.32
322.015	333
612.947	620
198.94	208.53
365.236	375.992
414.023	424.008
649.565	659
540.232	551
460	470
314.507	327.484
377	386.673
89.102	97.667
495	503
384.812	393
422.516	435.246
573.505	583.607
60	70.381
192	202
20	30.528
127	137.787
429.373	440.864
118.637	129.164
379	392.941
321	331
21	34.965
703.885	711.6
514.645	524
233	244.777
511.225	521
528.224	538.89
459.69	467
451.766	461.181
198	207
344.906	357.681
679.958	692
676.255	687
150	158.083
717.524	728.923
241.139	255.819
189	201.432
263	271.132
303.446	310.274
197	209.368
450.391	462.704
580.502	591.59
707.188	716.39
633.322	645.551
581.447	591
353.291	365
731	742
457.47	466
347.571	355.877
34.034	47
499.511	509.624
223.473	232.057
443.357	454
403.401	414
423.079	433.238
637.627	649
743.957	754.687
713.266	723.315
102.187	112.46
223.919	232.292
593	604
248	258.461
646.927	655.534
426.569	434.65
744.859	753
617.338	628.39
601	611.981
197	206.083
620.401	633
552.451	563.212
352.175	361.772
459	470
697.54	707
539.414	547
450	460.852
330	338.514
543.846	556.306
340	349.415
73	82.609
242.511	253.46
327	339.42
24.759	38
75	84.231
160	170.313
624.754	635.672
2.393	13.201
441	449.284
553.889	562.713
525.619	536.979
651.193	661.767
718	727.06
197	205.944
407	416.844
636.238	646
665	674.981
393	405
9.102	20.321
579.293	589.469
429.277	437
259.63	271.03
699	709
734.797	742.496
630	639.613
392	401.185
447.333	457.066
745.308	755.104
743.227	754.109
324.326	333.229
335.442	345.774
160.867	172.912
57.531	67.758
202.642	212.036
57.754	67
288.334	302
649.2	660.669
264.63	271
626.825	637.929
742	751.883
103.149	114
72.349	82
725.328	735.503
285	294.789
679.015	689.811
739.755	750.897
31	41
38	45
543	552
157.16	167.594
405.446	412.2
232.045	242.015
348	360.667
301	308.961
46.846	57.6
649.827	662.57
335.867	342.718
51.61	60
379	389.982
684.703	696.228
48	58
147.525	159.437
27.787	36.615
347.184	358
599	607.638
644	653.675
512	521.454
411.113	422.703
324	335.938
402	414
551	559
80.673	90.913
116	125.369
69	79.397
681.116	690.86
674.496	684.521
684	691
492	499.994
96.597	109
511.928	521.432
442.597	452.762
623	633
211	221.445
67	78.569
740.197	750.146
10.495	19.156
312.405	320.553
744.077	754
644	656.101
349	359
560.888	572.645
591.819	601.39
684.253	695.997
705.979	716.491
457	466.522
622.561	633
434.904	445.195
447.946	455.924
317.772	327.362
589.999	600.793
15	25.057
604.404	616.541
636.098	646.973
741.643	749
437.952	450.639
270.681	282.437
645.397	656
635.115	644.241
404	415.03
682.373	693
245	255.199
57	65
189	199.774
97	106.729
579.032	588
180	189.487
416.876	430
353	362.665
106	114.656
385.544	396.98
319.022	328.853
224.803	236.112
473.169	482
549.99	560.466
48	57.303
446.564	455.238
400.997	410.518
662.577	668.061
6.655	19.98
717.69	729
17.392	26.259
9.525	20
644.949	653.706
314.531	326.779
578.057	589
394	405
540	550.652
196	206.344
167.39	175.981
570	577.478
209.548	219
153.928	166.885
730.472	740
101	110.81
434.564	444.664
689.124	696.548
184	194
656.888	668.366
694.712	704.5
687.005	701.471
270.226	278.725
49	59.606
92.405	101
570.993	580
75	84
734	745
449	459.725
546.774	556.767
439	448
616	627.801
42	49.091
668	681
600	609.5
357.472	366
143	150.621
212.832	221.778
588	598
285	295
157.016	167
90	99.354
220	230
413.225	423
476.495	485.136
481.279	488.445
193.97	203.95
429.376	439.047
68	78.786
150.914	160
93.645	100.027
180	190
185.73	195.439
199.69	210.956
104	113
236	246
671.224	679.953
710.823	720
571	584
34.372	48.711
502	512.847
746	753.334
531	541
224.183	232.189
124.273	133.343
42.997	51.16
256	267
88.265	96
582.059	591.316
527.126	536.525
315.468	324
725.127	735.392
129.023	139
266.804	275.07
655	665
380.841	388
95	105
455.107	468
729.721	739
546.192	554.032
352.731	362
558.55	569.304
745	755.721
422.729	432
607.296	617
460.763	473
384	394
654.507	664
523.923	531
400	411.258
532	540.524
456.74	464
105.724	116.354
227	237.843
585.859	595.303
680	689.784
154	163.996
209.326	220.012
355	365.456
448.139	461.968
167.509	178
324.047	334.722
484	494.486
632.913	639.226
158	171.24
708.722	720
399.555	412.247
585	595.123
647.875	657
614.524	625.106
33.565	44.881
480	489.941
565.194	577
296.032	303.86
217	224
739	751.894
547.103	557
263	270.625
88	98
342.69	352.315
393.154	404.743
289	299.162
316	327.735
0	11.084
122.351	130.197
543	552.301
38.602	46
673	682
64	74
384.532	395.922
472.699	485.745
663	673.359
338.137	352.245
183	196.794
568.554	577
712.783	723.141
250	262.817
31.905	41.879
524.504	535.95
508	517.834
556.914	569.242
293.284	304
102	111.388
662	672.816
583.766	592.328
681	690.317
157	166
609.704	617.138
704.591	714
600.405	609.372
157.859	169
121.504	132
189.827	199.236
544	553.056
168.249	178
618	627.082
471	481.382
483.369	493.183
363	371.776
121.249	128.672
191.511	201.066
654	666
524.351	534.526
154.689	164
462.864	472
161	168.071
27.678	36
552	559.097
444	455
216.306	226
428.818	439.857
133	139.492
411	419.32
21.773	34.431
187	199.648
209	219.698
205.731	218
230.927	240.299
233.647	244
626.751	635.846
352	365.269
467	477
721.977	728
455.118	466.633
537.207	548
517	524
11.261	21
501.667	511.785
449.218	459.072
74.534	84.388
232	244
69.966	77.281
434	443.224
704	713.896
241.231	251.969
283.421	290
276.78	286
301.6	311
274.942	287.064
94.016	105.757
565	571.515
361.786	373.386
556	564
687	698.424
432.586	439
628	637.554
183.206	193.127
247.566	256.994
431	440.367
509.784	518
675.166	682.961
435.145	446.227
279.179	293
171.621	182
323	331.826
287.857	298.064
338.044	346.865
420.237	431.494
88.093	98.433
494.198	505
575	583.172
546.986	557
95	105.094
513.257	524.941
422.135	432.271
599.167	612.819
272	279
433	441
438.972	446.459
731.13	743.037
134.602	145.699
186.003	197
746.182	756.21
499	509
475.815	485.565
15	25
537.876	551
334.993	343.773
682.433	692.266
300.322	310.494
663.827	675.703
591.808	604.801
676	687
464	474
412.225	422.051
347.714	356.094
747.66	756
51	61.432
237	248.205
505.932	516
301	311
545.6	556
43	53
398	408.757
464	474.816
658.112	668
487.716	496.373
320	333
285	297.973
711.664	721.777
290	299
231	243.671
199	210.96
737	744.79
419.22	428.994
8	19.832
106.953	115.655
615.356	626.122
15.427	25.999
357.881	365.018
417.11	424
321.676	333.327
545	555
521.073	534
643	654.822
343	353.448
121	132.892
414.955	423
30.543	41.173
203.431	214.203
401.733	409.368
126.138	136.183
8	18.841
264.749	273.468
734.327	742
391.044	401
218	230
458	466.774
158.172	168.146
511.021	521.418
202	214
429.432	436.457
333	345
343.886	353
676.089	688.612
201	210.513
194.739	201.048
138.118	148.88
630	641.561
448.788	459.267
253.22	265.48
170.053	178.712
10	20
661.372	671.16
356.605	365.825
547	554
661.871	670.677
174	183.02
569.691	579.944
83	96.753
126.01	139
658	666.13
599.284	610.025
331.615	341.355
459.977	469.614
369	379.908
631.764	639.52
4.796	12.18
527.177	540
87	94.973
287.751	298.484
496	507.999
423	432.839
612	621.244
123.447	135.199
567.53	574
31.987	41.003
260.433	271.174
20	29.179
372.875	384.594
687	696.564
285.596	295.971
247	254
543.638	554.411
745	755.365
51.282	63.314
407.043	420.046
427	438.745
446	456
389	399.845
31.76	40
254	264.429
536.179	545.489
387.673	397
331	340.452
495.651	508.237
518.993	530
138.047	150
705.385	716.275
73.798	81.449
390.745	402.091
717.2	728
420	430
94	104.303
455.743	468
444.86	454
139.056	145.343
726	734.979
634	644.086
441	451
667.252	679.34
420	430
660.631	674
637	649.729
706.803	717
461.495	472
241.701	251
622.194	629
519	529
387.943	394.448
507.983	518.282
141.915	154
148.849	158.71
227	237
550.917	560
420.18	429.553
158.91	166.938
453.061	465.099
599.733	612.702
654	663
371.766	382.324
89.21	100
180.919	191
652.929	664.787
387	396.307
222	231.886
48	59
298.12	307.808
154.611	165.668
714	724
521	527.54
159.779	170
386.274	399
286	294.794
348.477	356.43
382	394.026
720	729.801
317.425	327
532	545
107.135	116.412
363.301	372
675.297	684.926
562.2	571.286
104.731	113.134
204.726	214
650.472	661.177
252.368	262.569
135.12	147.149
467.137	478.941
718	731
129.851	137.482
189.97	197.091
294.381	303.756
435.768	445.992
62.151	70.301
569	577
413.262	421.881
216	226.397
6.401	18.751
552.325	558.572
501.606	511.696
417.293	428
120.924	131
528.987	535.309
369	379.086
32	44
724	735.278
500.972	508.663
278	291
616.719	628.574
176.8	186.445
269	277.924
412.898	424.745
638.209	645.491
417	426.994
554	566.862
66	78.662
445.458	455.332
658.535	669.672
29.468	40
658.893	666.13
217.084	230.375
42.558	53
182	192.103
521	528.463
417.312	427.229
456.752	468.453
557	570
518	529
497.271	509
664.56	674.545
592.107	601.946
219	229
291	298.565
621.678	630.529
16.281	26
443	451.046
525	537
348.031	359
471.499	484.781
271.876	282.858
404.863	411.966
379.597	389
724	731
537.208	546
126	134.974
42	52.618
695	707.795
314	324.689
355	368
375	385.828
299.512	307.413
719.891	731.994
194.319	205
667.432	678
213.032	222.52
246.991	255.9
208	219.884
502.697	512.776
507.875	513.157
675.363	686.98
433.641	446.492
126	132.612
112.299	124.526
619.848	630.141
622	635.354
96	106.072
459.043	471.608
385	396
548.384	560.329
434.289	443.372
301.02	310.711
0.673	9.822
86.816	96
11.809	21
79	88.016
125	135
494.965	504
314.169	327.007
342	348.136
450	461.098
716.577	729.259
22.984	32
410.39	419.749
615.491	626.871
522.217	532.441
50	58
498.483	505.775
477	487
471	482.698
110.426	121.932
149.927	160.41
737.932	747.739
112	120.338
463.157	474
689.223	699.704
217	224.784
44.615	56.881
544.949	554
15.42	25.643
162.974	173.39
174.952	186.662
70.837	84.464
459.539	469.959
500	510
606.853	613.901
539	549.985
330.833	341.98
623	630
162.201	175.702
748.727	761.227
640.543	650.024
308	317.32
618.524	628
223	230.276
151.528	162
609.353	622.241
79	88.817
609.733	619.737
263.485	276.958
592.558	604
464.577	474.588
20.209	33.524
11	24
581.263	590.179
629.989	641.082
255.384	265
33	42
54.623	67
64.802	74.857
561	574
396.361	407
70.961	83
81.504	89.35
294	306.512
479.431	489
208.519	220
632.278	642
720.075	730.689
529.202	538.77
50.138	59
489.596	501.682
638.031	648.106
148.297	160.096
427.873	434.011
36	45.23
547.585	558.798
6	16.055
503.578	512
398	410
103	114
447.155	457
70.25	80.18
738	747.678
547	559.151
499.357	508.488
27.269	37.519
199.81	210.671
345.724	352.207
143	153.693
56.544	65
97.126	107.684
88.867	99.857
151.651	161
633.406	644.402
480	490.111
177.9	185
692	702.101
542	551.444
597.585	607
534	544
161.971	172.479
330.64	340
185	195
748.725	758.748
79	89.579
58	70.744
233.422	245
599.754	612
633	640.01
569.252	580.852
96.909	103.161
260	269.955
279	289
408.061	416
13.296	26
555	565.561
107.5	117
542.568	553.493
6.785	17
385	393
379	389
329.78	340.652
496.466	506.898
20.015	33
747.514	760
440.326	451.246
500.588	510.475
326.654	337
113.911	121
736.734	747
538.823	550.234
240.734	249.612
45	56.837
163.21	173
270.726	278.096
669.689	677.577
41.039	50.709
704	714.636
714.043	721.317
336.628	348
715	725.437
478.798	487.776
609.202	622.107
539.483	550
175.631	189.415
603.84	614
464.01	471.808
267	275.497
136.9	147
485.623	495.569
309.646	318
24.88	34.9
97.154	107
279.977	288.646
424.084	433.21
155.354	164.526
676.387	686.893
101	111
533.402	546
27.13	37.485
61.232	70.028
114.499	125
130.331	142.423
160	170.386
723.5	733.084
55.385	64
669.244	679.223
201.652	211
248	257
144.059	156.674
642	654.504
624.538	636.886
476.375	486
596	605.748
278	289
1.612	12.074
291	298.527
63.487	73.295
58.909	68.393
362.166	371.87
307.267	317.771
299.992	305.495
312	321.751
355.405	368
595	605.555
75.867	87.125
731.452	741.294
556.68	563.733
129.468	143
125	134.475
150.008	159
364	374.305
174	183.074
246.349	254.259
515.827	526
589.822	599.159
67.13	77
302	312.485
327.792	338
664.182	674
15.896	24.765
509	517.431
268.892	275.683
50.137	61
277.455	288.65
135	144.723
311	321.443
611.055	619.082
105.578	116
469.304	476.418
211.659	223.676
370.103	380.4
483	493.678
642.21	655
199	210
748	758
431	441.036
711	719.482
33	45.259
164.346	173.977
404.954	415
673.916	680.776
742.106	753.405
497.295	506
176.211	188
144	150.746
79.851	90.395
152.302	164.007
660.984	671.58
690.703	697.607
499	509.325
422.36	434
418.4	428.384
446.039	456
89.972	97
627.242	639.046
366	374.658
274.422	282.969
563	569.69
160.504	170
302.528	314.117
540.094	551
55	66.254
166.355	174.141
708.923	717.252
381	391
31.607	41.876
233	246
244	255
115.875	125.311
5.123	15
713	722.378
507.531	517
592.42	603
267	277.055
141.697	152.503
119	129.778
4.358	17.938
746	756.929
227.794	235.139
608	616.135
142.778	155.067
472.054	483.16
264	273.605
609	615.718
146.029	156.455
727.868	737.569
373.741	383.93
427.455	437.823
604.077	614.106
290.331	302.199
333.657	344
116	125.009
63.884	71
35	44
87	96.454
381	390
501.781	509.102
39	46
117.25	124.547
601.904	614.328
34.295	47
326	336
424.556	436.954
0	10.128
300.572	312.723
3	11
327.971	338
122	131.774
353.887	360.459
115.008	125.497
339	351.903
727.264	738.282
360.847	373
501	511.106
108.959	122
566.514	576.778
106.053	118
106	119.317
672.628	683
327.6	335.562
262.213	271
233	246
628	637.759
506.411	517.636
301.501	308.362
326.948	335
264.16	274.291
552.06	564.703
67.5	78.001
387	396.232
538	547.851
209.425	220
570.302	579
549.865	557
232.623	243
85.846	94.422
38.484	49.214
514	523.287
537.714	550.015
201.195	211.042
316	326.753
69.355	75.871
517.75	528.888
5.458	17
631.24	641.003
351.924	363
162	172
430.983	438
649.503	658.264
613	623.196
729.679	739
412.382	423.635
45.566	56.938
553.439	567
127.036	136.285
334.163	343
441.521	452
555.76	564
584	591.436
651	661.61
668	677.825
441.275	450.867
519.006	530
580	590.924
39	49.995
430.562	440
658.434	669.913
57	68
656.697	666.035
471	481.471
661	673
339	349
614.809	624.495
312	319
200	211.861
287.904	297.059
593.373	604.819
666.393	676.065
294	305.401
562.044	574.949
360.769	372
316.291	326
167.307	178
537	547
655	663.831
80	93.081
683.157	694.537
327	336.522
125.573	136.49
321	329.377
203.806	213.963
425.186	435.372
649.55	659.122
469.63	481
346	355.712
426.775	437
269.502	279.047
183.34	190.062
285.031	296
703	713.138
3.434	12.063
140.309	151
211	224
83.385	96
263.088	273.522
560.005	570.304
554.885	565
187.647	195
15.342	28.782
157	167
117	126.299
220	229.171
193.15	206
127	136.939
124.532	134.118
422	429.792
139.645	149
491.681	500.622
690	700
178.444	190
743.64	756.995
402	415
534	544.271
331.639	341.731
55.141	64.571
326.09	336
720.734	730.931
554.138	563
370	379.492
579.721	590.369
433.252	444.835
266	275.745
4.645	16.706
655	665
545	555.481
604.76	614.878
133	143.219
263.015	275
160.348	173
638	648.054
182.985	192.559
29.827	38.164
147.152	158
167.365	177
314.629	325
18.748	27.073
342.099	350.299
700	710
190.411	200
742	752.334
511.897	522.203
354.955	361.231
449.646	458.59
295.837	304
110	120.381
186	196.144
413.948	427
211.059	223.897
672	680.917
298	308.669
165.001	178
604	613
679	685.341
76.773	88.253
274.456	280.191
612.862	619.233
163.085	171.456
717.341	724.466
321.621	330
238	248.358
91.452	102.111
594.058	604.636
204.569	215.458
471	480
204	210.598
291	301.552
290.094	300
205.433	217.917
410	422.831
584.668	595.941
95.435	105.529
294	304
316	323
333	345
94	103.059
572.816	580
297.628	308
643	652.222
681.176	689.318
122.957	132
359.676	370
189	199
166	175.233
665.664	675
20.498	27.174
124	131
360.9	370.958
543	553
354.299	365.556
632.947	643.092
667	677
172	181.292
486.154	496
412.923	424
565	573.224
687.897	700.116
408.541	420.613
321.661	331.584
305.016	317.645
221	232
160.196	171
376.5	388.839
597.723	607
455.791	463.982
27	37
672.527	679.027
540.53	552.454
105.679	118.888
593.374	604.332
740.142	750
515	526.729
419	432.333
46.912	57.714
399	409
253.609	260.59
284	296.992
192.205	203.883
199.472	209.13
497.613	505.997
259.209	267.796
314	324
439	445.113
368.673	378.286
211.548	218.109
312.558	323
259.441	269.675
211.22	221
320.002	330.898
257	266.171
283.103	296.662
738.924	748.704
663	674.739
637	646.765
165.288	173
580	590
238	250
488.019	499
167	179
739.165	750
626.092	637.666
665	675
407.47	417.58
402	411.187
508.012	519
40	53.263
90	100
516	526
117.729	129.907
615.822	622
603	613.549
588	595.874
180	190.543
635.387	644
525.3	531.867
285.243	295.394
371.739	384.278
366.724	377.241
675.179	686.121
107.757	119
746.475	757
712	723.709
33.527	43.652
469.433	481
30.447	39.972
211.047	225
214	224.246
344	353.674
503.751	512.802
522.501	533.804
477	486
414	425.39
686	696
576	587.948
105	115.59
360	370
249	259.841
468.973	481.524
175.741	183.484
676.12	684.26
250.963	260.647
694.252	700.369
607	617
639.345	651.872
638.981	648.019
224.029	237.633
513.126	524
93.823	103.167
460.326	471
628.613	635.584
151	161.854
685.036	693.787
295.32	303
214.498	222.115
653	660.618
28.307	37.657
657.709	668
280	290.707
343.823	351.933
168.007	178.666
611	621.252
322.106	332
123.791	137.384
670.254	679.387
29	39.697
694.664	704
710.485	720.276
461.91	471.164
378.652	389.588
535.623	542.04
254.044	263.441
635.772	646
403.611	411
677	685
660	669
422	431.886
2	14
318.81	326.785
485.813	498
617.105	627.219
145	158.727
455.8	462.638
647.443	658
602	611.388
495	505
351	361
201	212
674	682.926
639.284	649.548
473.633	483.494
95.951	105.619
197	210
727	737
697.345	705.374
629.89	640.939
533.553	543.997
297.178	308.398
598.034	610.041
17	29.257
406	416.966
532.444	539.382
